Customer_ID,Age,Gender,Income,Customer_Segment,Product_Category,Product_Brand,Product_Type,products,Amount,Total_Amount,Total_Purchases,Feedback,Ratings,Date,Year,Month,Time,product_description,quality_score,weighted_score,feedback_count,is_new,Excellent,Good,Average,Bad,Excellent_pct,Good_pct,Average_pct,Bad_pct,enhanced_description
30378.0,21.0,Female,High,Regular,Electronics,Apple,Tablet,iPad,284.9841914,569.9683828,2.0,Average,2.0,12/6/2023,2023.0,December,6:54:49,iPad. Brand: Apple. Type: Tablet. Category: Electronics. Price: 284.98,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: iPad. Brand: Apple. Type: Tablet. Category: Electronics. Price: 284.98. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Electronics. Price: 284.98"
11546.0,21.0,Female,High,Regular,Electronics,Samsung,Television,4K TV,185.0496037,1850.496037,10.0,Good,4.0,2/22/2024,2024.0,February,20:24:57,4K TV. Brand: Samsung. Type: Television. Category: Electronics. Price: 185.05,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: 4K TV. Brand: Samsung. Type: Television. Category: Electronics. Price: 185.05. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 185.05"
45889.0,21.0,Male,High,Regular,Grocery,Nestle,Coffee,Mocha,385.8552351,385.8552351,1.0,Average,2.0,11/4/2023,2023.0,November,11:19:34,Mocha. Brand: Nestle. Type: Coffee. Category: Grocery. Price: 385.86,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Mocha. Brand: Nestle. Type: Coffee. Category: Grocery. Price: 385.86. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Grocery. Price: 385.86"
48673.0,21.0,Female,High,Regular,Clothing,Adidas,T-shirt,Plain tee,222.1214169,1776.971335,8.0,Good,3.0,5/10/2023,2023.0,May,23:21:35,Plain tee. Brand: Adidas. Type: T-shirt. Category: Clothing. Price: 222.12,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Plain tee. Brand: Adidas. Type: T-shirt. Category: Clothing. Price: 222.12. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Clothing. Price: 222.12"
96917.0,21.0,Female,High,Regular,Clothing,Adidas,Jacket,Denim jacket,85.69431772,85.69431772,1.0,Average,2.0,4/13/2023,2023.0,April,7:32:37,Denim jacket. Brand: Adidas. Type: Jacket. Category: Clothing. Price: 85.69,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Denim jacket. Brand: Adidas. Type: Jacket. Category: Clothing. Price: 85.69. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Clothing. Price: 85.69"
89166.0,21.0,Male,High,Regular,Books,Penguin Books,Non-Fiction,History,454.531967,1818.127868,4.0,Good,3.0,3/5/2023,2023.0,March,2:58:33,History. Brand: Penguin Books. Type: Non-Fiction. Category: Books. Price: 454.53,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: History. Brand: Penguin Books. Type: Non-Fiction. Category: Books. Price: 454.53. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Books. Price: 454.53"
20581.0,21.0,Male,High,Regular,Clothing,Adidas,Shoes,Flip flops,233.9261271,233.9261271,1.0,Good,3.0,9/12/2023,2023.0,September,10:53:52,Flip flops. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 233.93,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Flip flops. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 233.93. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Clothing. Price: 233.93"
17256.0,21.0,Male,High,Regular,Books,Penguin Books,Non-Fiction,History,11.0801035,22.160207,2.0,Good,3.0,9/9/2023,2023.0,September,20:40:28,History. Brand: Penguin Books. Type: Non-Fiction. Category: Books. Price: 11.08,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: History. Brand: Penguin Books. Type: Non-Fiction. Category: Books. Price: 11.08. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Books. Price: 11.08"
89358.0,21.0,Male,High,Regular,Books,HarperCollins,Thriller,Suspense,356.8165361,356.8165361,1.0,Excellent,4.0,5/4/2023,2023.0,May,15:38:36,Suspense. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 356.82,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Suspense. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 356.82. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Books. Price: 356.82"
80589.0,21.0,Male,High,Regular,Electronics,Samsung,Smartphone,OnePlus,183.6666975,1653.000278,9.0,Average,2.0,12/8/2023,2023.0,December,7:53:51,OnePlus. Brand: Samsung. Type: Smartphone. Category: Electronics. Price: 183.67,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: OnePlus. Brand: Samsung. Type: Smartphone. Category: Electronics. Price: 183.67. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Electronics. Price: 183.67"
10358.0,21.0,Male,High,Regular,Home Decor,IKEA,Lighting,Under cabinet lighting,387.8450208,775.6900415,2.0,Good,4.0,12/20/2023,2023.0,December,17:55:16,Under cabinet lighting. Brand: IKEA. Type: Lighting. Category: Home Decor. Price: 387.85,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Under cabinet lighting. Brand: IKEA. Type: Lighting. Category: Home Decor. Price: 387.85. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Home Decor. Price: 387.85"
41323.0,21.0,Male,High,Regular,Electronics,Sony,Smartphone,Huawei P,152.6972369,916.1834216,6.0,Good,4.0,9/6/2023,2023.0,September,13:19:44,Huawei P. Brand: Sony. Type: Smartphone. Category: Electronics. Price: 152.7,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Huawei P. Brand: Sony. Type: Smartphone. Category: Electronics. Price: 152.7. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 152.70"
44297.0,21.0,Female,High,Regular,Electronics,Sony,Television,Smart TV,233.7857881,701.3573642,3.0,Excellent,5.0,12/7/2023,2023.0,December,14:29:21,Smart TV. Brand: Sony. Type: Television. Category: Electronics. Price: 233.79,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Smart TV. Brand: Sony. Type: Television. Category: Electronics. Price: 233.79. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Electronics. Price: 233.79"
78582.0,21.0,Female,High,Regular,Books,Random House,Fiction,Adventure,201.431445,1611.45156,8.0,Bad,1.0,6/10/2023,2023.0,June,12:47:44,Adventure. Brand: Random House. Type: Fiction. Category: Books. Price: 201.43,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Adventure. Brand: Random House. Type: Fiction. Category: Books. Price: 201.43. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Books. Price: 201.43"
86690.0,21.0,Female,High,Regular,Home Decor,Home Depot,Furniture,Dining table,357.427766,357.427766,1.0,Bad,1.0,6/26/2023,2023.0,June,13:01:08,Dining table. Brand: Home Depot. Type: Furniture. Category: Home Decor. Price: 357.43,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Dining table. Brand: Home Depot. Type: Furniture. Category: Home Decor. Price: 357.43. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Home Decor. Price: 357.43"
11419.0,21.0,Male,High,Regular,Clothing,Adidas,Jacket,Bomber jacket,397.1188092,2382.712855,6.0,Good,4.0,7/6/2023,2023.0,July,12:31:45,Bomber jacket. Brand: Adidas. Type: Jacket. Category: Clothing. Price: 397.12,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Bomber jacket. Brand: Adidas. Type: Jacket. Category: Clothing. Price: 397.12. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Clothing. Price: 397.12"
58956.0,21.0,Male,High,Regular,Books,Penguin Books,Children's,Plush toys,403.1414795,4031.414795,10.0,Excellent,4.0,1/6/2024,2024.0,January,17:58:37,Plush toys. Brand: Penguin Books. Type: Children's. Category: Books. Price: 403.14,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Plush toys. Brand: Penguin Books. Type: Children's. Category: Books. Price: 403.14. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Books. Price: 403.14"
73929.0,21.0,Female,High,Regular,Clothing,Zara,Shirt,Blouse,432.9775364,3030.842755,7.0,Excellent,4.0,3/11/2023,2023.0,March,6:53:23,Blouse. Brand: Zara. Type: Shirt. Category: Clothing. Price: 432.98,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Blouse. Brand: Zara. Type: Shirt. Category: Clothing. Price: 432.98. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Clothing. Price: 432.98"
50554.0,21.0,Male,High,Regular,Electronics,Apple,Laptop,Acer Swift,305.4222406,2443.377925,8.0,Bad,1.0,11/2/2023,2023.0,November,23:28:47,Acer Swift. Brand: Apple. Type: Laptop. Category: Electronics. Price: 305.42,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Acer Swift. Brand: Apple. Type: Laptop. Category: Electronics. Price: 305.42. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Electronics. Price: 305.42"
83359.0,21.0,Male,High,Regular,Electronics,Apple,Laptop,LG Gram,158.9416468,953.6498805,6.0,Average,2.0,3/4/2023,2023.0,March,19:46:36,LG Gram. Brand: Apple. Type: Laptop. Category: Electronics. Price: 158.94,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: LG Gram. Brand: Apple. Type: Laptop. Category: Electronics. Price: 158.94. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Electronics. Price: 158.94"
94075.0,21.0,Male,High,Regular,Books,HarperCollins,Thriller,Action,167.5921751,1005.553051,6.0,Good,3.0,5/29/2023,2023.0,May,9:07:43,Action. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 167.59,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Action. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 167.59. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Books. Price: 167.59"
99374.0,21.0,Male,High,Regular,Home Decor,IKEA,Furniture,Desk,279.1767382,1954.237167,7.0,Average,2.0,5/8/2023,2023.0,May,15:45:20,Desk. Brand: IKEA. Type: Furniture. Category: Home Decor. Price: 279.18,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Desk. Brand: IKEA. Type: Furniture. Category: Home Decor. Price: 279.18. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Home Decor. Price: 279.18"
70565.0,21.0,Male,High,Regular,Home Decor,Bed Bath & Beyond,Kitchen,Coffee maker,232.307124,1161.53562,5.0,Excellent,4.0,1/11/2024,2024.0,January,21:11:13,Coffee maker. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 232.31,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Coffee maker. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 232.31. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 232.31"
36059.0,21.0,Male,High,Regular,Books,HarperCollins,Thriller,Suspense,232.0493965,1624.345775,7.0,Bad,1.0,1/22/2024,2024.0,January,13:51:56,Suspense. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 232.05,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Suspense. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 232.05. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Books. Price: 232.05"
19913.0,21.0,Male,High,Regular,Grocery,Pepsi,Water,Spring water,248.742602,1741.198214,7.0,Good,4.0,7/9/2023,2023.0,July,18:42:47,Spring water. Brand: Pepsi. Type: Water. Category: Grocery. Price: 248.74,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Spring water. Brand: Pepsi. Type: Water. Category: Grocery. Price: 248.74. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Grocery. Price: 248.74"
59111.0,21.0,Male,High,Regular,Home Decor,IKEA,Decorations,Wall art,224.7093269,449.4186538,2.0,Average,2.0,4/19/2023,2023.0,April,7:07:12,Wall art. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 224.71,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Wall art. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 224.71. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Home Decor. Price: 224.71"
47065.0,21.0,Male,High,Regular,Books,Random House,Fiction,Romance,293.1127698,879.3383095,3.0,Average,2.0,9/6/2023,2023.0,September,13:25:51,Romance. Brand: Random House. Type: Fiction. Category: Books. Price: 293.11,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Romance. Brand: Random House. Type: Fiction. Category: Books. Price: 293.11. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Books. Price: 293.11"
57110.0,21.0,Female,High,Regular,Books,Random House,Literature,Drama,89.6142503,627.2997521,7.0,Bad,1.0,3/4/2023,2023.0,March,1:05:57,Drama. Brand: Random House. Type: Literature. Category: Books. Price: 89.61,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Drama. Brand: Random House. Type: Literature. Category: Books. Price: 89.61. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Books. Price: 89.61"
77007.0,21.0,Female,High,Regular,Clothing,Adidas,Shoes,Sandals,193.7085657,1549.668525,8.0,Average,2.0,3/27/2023,2023.0,March,8:25:33,Sandals. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 193.71,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Sandals. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 193.71. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Clothing. Price: 193.71"
49830.0,21.0,Male,High,Regular,Clothing,Adidas,T-shirt,V-neck tee,201.0947426,804.3789704,4.0,Bad,1.0,7/4/2023,2023.0,July,0:57:15,V-neck tee. Brand: Adidas. Type: T-shirt. Category: Clothing. Price: 201.09,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: V-neck tee. Brand: Adidas. Type: T-shirt. Category: Clothing. Price: 201.09. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Clothing. Price: 201.09"
47185.0,21.0,Female,High,Regular,Home Decor,Bed Bath & Beyond,Kitchen,Oven,214.6579355,858.6317422,4.0,Excellent,4.0,3/8/2023,2023.0,March,20:19:37,Oven. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 214.66,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Oven. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 214.66. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 214.66"
70999.0,21.0,Female,High,Regular,Clothing,Zara,Jeans,Straight-leg jeans,249.7642404,1748.349683,7.0,Good,4.0,6/1/2023,2023.0,June,18:47:24,Straight-leg jeans. Brand: Zara. Type: Jeans. Category: Clothing. Price: 249.76,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Straight-leg jeans. Brand: Zara. Type: Jeans. Category: Clothing. Price: 249.76. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Clothing. Price: 249.76"
64584.0,21.0,Female,High,Regular,Clothing,Adidas,Shoes,Sandals,219.1749938,657.5249813,3.0,Average,2.0,3/17/2023,2023.0,March,15:22:06,Sandals. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 219.17,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Sandals. Brand: Adidas. Type: Shoes. Category: Clothing. Price: 219.17. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Clothing. Price: 219.17"
20638.0,21.0,Male,High,Regular,Electronics,Sony,Television,HDR TV,417.4533275,1252.359982,3.0,Good,3.0,1/4/2024,2024.0,January,20:10:43,HDR TV. Brand: Sony. Type: Television. Category: Electronics. Price: 417.45,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: HDR TV. Brand: Sony. Type: Television. Category: Electronics. Price: 417.45. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 417.45"
57953.0,21.0,Male,High,Regular,Electronics,Apple,Smartphone,OnePlus,218.7409918,656.2229755,3.0,Bad,1.0,8/2/2023,2023.0,August,7:51:45,OnePlus. Brand: Apple. Type: Smartphone. Category: Electronics. Price: 218.74,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: OnePlus. Brand: Apple. Type: Smartphone. Category: Electronics. Price: 218.74. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Electronics. Price: 218.74"
66755.0,21.0,Female,High,Regular,Clothing,Adidas,Jacket,Varsity jacket,260.5934522,1302.967261,5.0,Excellent,4.0,2/6/2024,2024.0,February,21:48:28,Varsity jacket. Brand: Adidas. Type: Jacket. Category: Clothing. Price: 260.59,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Varsity jacket. Brand: Adidas. Type: Jacket. Category: Clothing. Price: 260.59. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Clothing. Price: 260.59"
57552.0,21.0,Male,High,Regular,Electronics,Apple,Tablet,Google Pixel Slate,495.2314804,1980.925922,4.0,Excellent,4.0,12/3/2023,2023.0,December,14:33:24,Google Pixel Slate. Brand: Apple. Type: Tablet. Category: Electronics. Price: 495.23,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Google Pixel Slate. Brand: Apple. Type: Tablet. Category: Electronics. Price: 495.23. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Electronics. Price: 495.23"
45809.0,21.0,Male,High,Regular,Home Decor,Home Depot,Tools,Wrench,231.9598162,927.8392648,4.0,Bad,1.0,6/28/2023,2023.0,June,23:36:57,Wrench. Brand: Home Depot. Type: Tools. Category: Home Decor. Price: 231.96,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Wrench. Brand: Home Depot. Type: Tools. Category: Home Decor. Price: 231.96. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Home Decor. Price: 231.96"
44619.0,21.0,Male,High,Regular,Clothing,Nike,T-shirt,V-neck tee,190.3843954,571.1531862,3.0,Excellent,5.0,9/19/2023,2023.0,September,15:50:38,V-neck tee. Brand: Nike. Type: T-shirt. Category: Clothing. Price: 190.38,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: V-neck tee. Brand: Nike. Type: T-shirt. Category: Clothing. Price: 190.38. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Clothing. Price: 190.38"
35615.0,21.0,Male,High,Regular,Books,HarperCollins,Fiction,Thriller,266.4309442,1865.016609,7.0,Average,2.0,8/8/2023,2023.0,August,4:06:01,Thriller. Brand: HarperCollins. Type: Fiction. Category: Books. Price: 266.43,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Thriller. Brand: HarperCollins. Type: Fiction. Category: Books. Price: 266.43. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Books. Price: 266.43"
23082.0,21.0,Female,High,Regular,Clothing,Zara,Dress,Shift dress,257.6514693,2318.863224,9.0,Excellent,5.0,12/20/2023,2023.0,December,15:20:07,Shift dress. Brand: Zara. Type: Dress. Category: Clothing. Price: 257.65,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Shift dress. Brand: Zara. Type: Dress. Category: Clothing. Price: 257.65. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Clothing. Price: 257.65"
39325.0,21.0,Male,High,Regular,Home Decor,IKEA,Decorations,Mirrors,277.1678356,1108.671342,4.0,Excellent,5.0,10/20/2023,2023.0,October,22:21:57,Mirrors. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 277.17,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: Mirrors. Brand: IKEA. Type: Decorations. Category: Home Decor. Price: 277.17. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Home Decor. Price: 277.17"
27007.0,21.0,Female,High,Regular,Grocery,Coca-Cola,Soft Drink,Grape soda,314.2846624,314.2846624,1.0,Average,2.0,9/7/2023,2023.0,September,7:40:47,Grape soda. Brand: Coca-Cola. Type: Soft Drink. Category: Grocery. Price: 314.28,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Grape soda. Brand: Coca-Cola. Type: Soft Drink. Category: Grocery. Price: 314.28. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Grocery. Price: 314.28"
22810.0,21.0,Male,High,Regular,Electronics,Sony,Headphones,Bluetooth headphones,382.393697,3059.149576,8.0,Good,4.0,10/18/2023,2023.0,October,2:56:35,Bluetooth headphones. Brand: Sony. Type: Headphones. Category: Electronics. Price: 382.39,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Bluetooth headphones. Brand: Sony. Type: Headphones. Category: Electronics. Price: 382.39. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Electronics. Price: 382.39"
93259.0,21.0,Male,High,Regular,Home Decor,Bed Bath & Beyond,Bathroom,Toilet paper holder,407.3203267,814.6406533,2.0,Average,2.0,3/2/2023,2023.0,March,12:00:51,Toilet paper holder. Brand: Bed Bath & Beyond. Type: Bathroom. Category: Home Decor. Price: 407.32,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Toilet paper holder. Brand: Bed Bath & Beyond. Type: Bathroom. Category: Home Decor. Price: 407.32. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Home Decor. Price: 407.32"
65036.0,21.0,Male,High,Regular,Grocery,Pepsi,Water,Artesian water,372.7817469,1118.345241,3.0,Bad,1.0,6/18/2023,2023.0,June,4:40:37,Artesian water. Brand: Pepsi. Type: Water. Category: Grocery. Price: 372.78,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Artesian water. Brand: Pepsi. Type: Water. Category: Grocery. Price: 372.78. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Grocery. Price: 372.78"
97718.0,21.0,Male,High,Regular,Electronics,Sony,Smartphone,iPhone,59.85508206,418.9855744,7.0,Excellent,4.0,2/7/2024,2024.0,February,0:04:32,iPhone. Brand: Sony. Type: Smartphone. Category: Electronics. Price: 59.86,1.0,0.1762914343888821,1,True,1,0,0,0,1.0,0.0,0.0,0.0,"Product: iPhone. Brand: Sony. Type: Smartphone. Category: Electronics. Price: 59.86. Customer feedback: 1 Excellent, 0 Good, 0 Average, 0 Bad reviews. Overall quality score: 1.00/1.0. Category: Electronics. Price: 59.86"
40666.0,21.0,Male,High,Regular,Home Decor,Home Depot,Decorations,Wall art,351.4024321,1054.207296,3.0,Average,2.0,1/28/2024,2024.0,January,8:31:21,Wall art. Brand: Home Depot. Type: Decorations. Category: Home Decor. Price: 351.4,0.5,0.08814571719444105,1,True,0,0,1,0,0.0,0.0,1.0,0.0,"Product: Wall art. Brand: Home Depot. Type: Decorations. Category: Home Decor. Price: 351.4. Customer feedback: 0 Excellent, 0 Good, 1 Average, 0 Bad reviews. Overall quality score: 0.50/1.0. Category: Home Decor. Price: 351.40"
24486.0,21.0,Male,High,Regular,Home Decor,Bed Bath & Beyond,Kitchen,Refrigerator,127.2340417,254.4680835,2.0,Bad,1.0,5/16/2023,2023.0,May,18:44:14,Refrigerator. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 127.23,0.25,0.04407285859722052,1,True,0,0,0,1,0.0,0.0,0.0,1.0,"Product: Refrigerator. Brand: Bed Bath & Beyond. Type: Kitchen. Category: Home Decor. Price: 127.23. Customer feedback: 0 Excellent, 0 Good, 0 Average, 1 Bad reviews. Overall quality score: 0.25/1.0. Category: Home Decor. Price: 127.23"
22950.0,21.0,Male,High,Regular,Books,HarperCollins,Thriller,Crime,70.71918681,141.4383736,2.0,Good,4.0,9/29/2023,2023.0,September,17:38:44,Crime. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 70.72,0.75,0.13221857579166157,1,True,0,1,0,0,0.0,1.0,0.0,0.0,"Product: Crime. Brand: HarperCollins. Type: Thriller. Category: Books. Price: 70.72. Customer feedback: 0 Excellent, 1 Good, 0 Average, 0 Bad reviews. Overall quality score: 0.75/1.0. Category: Books. Price: 70.72"
